frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2838,1624181384.354689837,1624181384.454553843,2843,2842,0,0.104165227,0.183864754,1,0,0,0,1,-30.084031176,-0.534733196,-28.064193971,0.019155510,-0.005502309,0.999685771,0.015203599,1527,499,0.326784545,0.064644936,0.046858443,0.030566532,0.137771378,89.909716446,1442,0.743405620,189.436293175,342.920806778,539.633803664,0.176714460,0.131370522,0,0,1,0,0,0.000002619,0.000005039,0.000013515,0.051569818,-0.072125508,-0.996061476,0.000000004,0.000000006,0.000000018,0.120049573,-0.992672370,0.013771922,0.000000000,0.121889808,0.059918622,0.346986825,0.009108244,105.103843435,0,0.165222920,0.122478368,126,118,8,0.082514735,26,0,0,0,0,0,1374,27,386507,805466,638862,1058,0,3463091
2839,1624181384.454687357,1624181384.554493666,2844,2843,0,0.095157496,0.151605696,1,0,0,0,1,-30.084651849,-0.542340552,-28.082720360,0.018348341,-0.002514898,0.999719170,0.014784981,1583,538,0.339861023,0.063735940,0.043763836,0.028870082,0.119343212,101.344073312,1502,0.742573210,176.001781353,339.967427858,599.375751813,0.157800311,0.117178283,0,0,1,0,0,0.000002499,0.000004939,0.000013308,0.070829081,-0.082641800,-0.994059140,0.000000004,0.000000009,0.000000018,0.133084718,-0.990887048,-0.020768156,0.000000000,0.122116974,0.056068372,0.345361058,0.009111571,104.784945539,0,0.165679435,0.122767255,112,106,6,0.070751737,35,0,0,0,0,0,1435,36,386541,805578,638897,1058,0,3464526
2840,1624181384.554684877,1624181384.654512644,2845,2844,0,0.077121531,0.142288582,1,0,0,0,1,-30.088200499,-0.538256214,-28.077768091,0.016965781,-0.000133514,0.999750940,0.014498362,1511,519,0.343481138,0.056224364,0.038151389,0.023692582,0.103916070,114.544911579,1434,0.746444374,165.647684511,324.323920403,580.429626709,0.154752890,0.115514424,0,0,1,0,0,0.000002599,0.000005006,0.000014687,0.061423630,-0.088864946,-0.994147956,0.000000004,0.000000009,0.000000021,0.056984118,-0.997475661,-0.042368810,0.000000000,0.122416960,0.060078079,0.343715676,0.009456847,104.823328115,0,0.166323883,0.123181687,82,76,6,0.054268696,16,0,0,0,0,0,1411,18,386558,805660,638913,1058,0,3465937
2841,1624181384.654682398,1624181384.754536390,2846,2845,0,0.068955358,0.107850089,1,0,0,0,1,-30.086782741,-0.537885001,-28.101509786,0.014751517,0.001934005,0.999785078,0.014437804,1522,494,0.324572930,0.059543657,0.046098814,0.027586616,0.132732460,84.683152774,1439,0.741577438,175.043441645,337.829648263,554.256843092,0.164031985,0.121642419,0,0,1,0,0,0.000002651,0.000004961,0.000013217,0.029087662,-0.098791305,-0.994682958,0.000000005,0.000000008,0.000000020,0.077602605,-0.996075977,-0.042549768,0.000000000,0.123878356,0.060502709,0.364161157,0.009244276,102.944686433,0,0.166582971,0.123268577,101,89,12,0.066360053,17,0,0,0,0,0,1403,18,386590,805761,638930,1058,0,3467340
2842,1624181384.754680157,1624181384.854560137,2847,2846,0,0.056743539,0.108269224,1,0,0,0,1,-30.079726047,-0.535213457,-28.105804629,0.012746114,0.003612324,0.999821259,0.013488437,1532,536,0.349869452,0.057512755,0.043586386,0.026906331,0.120278621,100.076043756,1465,0.756315260,170.939740366,358.111966021,578.950149218,0.154277486,0.116682417,0,0,1,0,0,0.000002647,0.000004757,0.000013239,0.011236930,-0.125770336,-0.991995743,0.000000004,0.000000010,0.000000023,0.166918668,-0.985343868,-0.035151375,0.000000000,0.123494674,0.054567899,0.350116214,0.010193130,102.824209426,0,0.166100847,0.122929877,100,92,8,0.065274151,20,0,0,0,0,0,1411,21,386619,805861,638950,1058,0,3468751
2843,1624181384.854677677,1624181384.954538822,2848,2847,0,0.045154693,0.085149744,1,0,0,0,1,-30.070221059,-0.544956863,-28.113825878,0.010775051,0.003732413,0.999846073,0.013334054,1555,572,0.367845659,0.058413587,0.047036778,0.024875419,0.088208723,115.641496785,1500,0.755886143,159.769778445,360.655388881,613.404047532,0.140911679,0.106513186,0,0,1,0,0,0.000002587,0.000004527,0.000014093,0.057312134,-0.102908045,-0.993038395,0.000000003,0.000000009,0.000000021,0.136873079,-0.989591644,-0.044431268,0.000000000,0.118220940,0.041077682,0.342604406,0.009816251,103.863611310,0,0.163986344,0.121298541,100,92,8,0.064308682,27,0,0,0,0,0,1427,28,386643,805961,638977,1058,0,3470178
2844,1624181384.954675198,1624181385.054553747,2849,2848,0,0.033396313,0.070611322,1,0,0,0,1,-30.063919625,-0.550343393,-28.119087234,0.009542397,0.004176789,0.999855708,0.013418691,1575,545,0.346031746,0.062426373,0.045088570,0.026741198,0.090051408,125.178375438,1515,0.743719672,169.634072147,359.352474058,597.748756751,0.150553614,0.111969685,0,0,1,0,0,0.000002550,0.000004609,0.000015681,0.085839268,-0.098604723,-0.991417535,0.000000003,0.000000010,0.000000022,-0.040338564,-0.998017324,-0.048313770,0.000000000,0.116437911,0.041461752,0.314948075,0.009405831,105.202855768,0,0.163907447,0.121169716,100,94,6,0.063492063,18,0,0,0,0,0,1457,18,386673,806061,638995,1058,0,3471635
2845,1624181385.054672718,1624181385.154633999,2850,2849,0,0.042220975,0.092149615,1,0,0,0,1,-30.068065112,-0.571302039,-28.128575782,0.010775471,0.003963431,0.999844341,0.013396798,1517,513,0.338167436,0.054358275,0.042546464,0.025800639,0.096382112,125.838955736,1453,0.742243563,163.413618770,347.081328700,567.984949068,0.151522174,0.112466358,0,0,1,0,0,0.000002694,0.000004557,0.000017476,0.094147279,-0.101694648,-0.990350690,0.000000004,0.000000011,0.000000022,-0.001621633,-0.999809977,-0.019426286,0.000000000,0.116789219,0.047522264,0.309981202,0.009301573,106.041498976,0,0.164420348,0.121548464,108,101,7,0.071193144,16,0,0,0,0,0,1393,16,386706,806169,639011,1058,0,3473028
2846,1624181385.154670238,1624181385.254695892,2851,2850,0,0.049772635,0.090475303,1,0,0,0,1,-30.055235605,-0.577581445,-28.126157753,0.009889225,0.002874254,0.999855775,0.013504470,1556,533,0.342544987,0.061155318,0.044394278,0.027508337,0.112319064,113.131733202,1474,0.742300064,167.709003610,352.966825344,573.474465564,0.153277849,0.113778157,0,0,1,0,0,0.000002692,0.000004580,0.000016581,0.070516232,-0.111543519,-0.991254510,0.000000004,0.000000010,0.000000019,-0.140865181,0.989250009,0.039260919,0.000000000,0.117122633,0.044353466,0.305966546,0.009322193,106.280280412,0,0.164720651,0.121787938,112,103,9,0.071979434,22,0,0,0,0,0,1422,22,386738,806281,639033,1058,0,3474450
2847,1624181385.254667997,1624181385.354699373,2852,2851,0,0.056949841,0.100497870,1,0,0,0,1,-30.031774075,-0.593756416,-28.131408459,0.007711719,0.002616916,0.999864960,0.014273851,1605,567,0.353271028,0.060133778,0.050157212,0.027456117,0.097537217,118.815549938,1508,0.747394141,172.753827754,370.681033020,583.635503570,0.153276879,0.114558241,0,0,1,0,0,0.000002584,0.000004445,0.000016192,0.048818767,-0.109587138,-0.992777612,0.000000003,0.000000009,0.000000020,0.023975669,0.998800289,0.042698357,0.000000000,0.117014221,0.042019724,0.314675608,0.010397576,106.768555177,0,0.164290965,0.121452558,112,100,12,0.069781931,17,0,0,0,0,0,1475,18,386770,806393,639050,1058,0,3475925
2848,1624181385.354665518,1624181385.454717398,2853,2852,0,0.086154549,0.143396524,1,0,0,0,1,-30.012214302,-0.613524343,-28.135955164,0.006189621,0.002595377,0.999880486,0.013927163,1564,541,0.345907928,0.065034313,0.049654441,0.030145046,0.116254691,129.632471094,1474,0.746954451,175.924439213,337.738027353,587.348394685,0.159784472,0.119351723,0,0,1,0,0,0.000002593,0.000004729,0.000017023,0.048758423,-0.126635805,-0.990750215,0.000000003,0.000000009,0.000000018,-0.010443750,-0.999873458,-0.011999810,0.000000000,0.117312148,0.044258859,0.315013618,0.010741140,107.424047032,0,0.163940877,0.121198324,114,99,15,0.072890026,23,0,0,0,0,0,1427,23,386811,806507,639073,1058,0,3477352
2849,1624181385.454663038,1624181385.554651022,2854,2853,0,0.091442951,0.146094674,1,0,0,0,1,-29.999886850,-0.640896321,-28.144569806,0.005163361,0.000274600,0.999889753,0.013919261,1573,562,0.357279085,0.063762959,0.051218779,0.030730523,0.132531115,103.340683605,1485,0.746955551,182.709440482,349.734810930,576.784741607,0.164717512,0.123036660,0,0,1,0,0,0.000002621,0.000004525,0.000015037,0.064469582,-0.120596114,-0.990606002,0.000000004,0.000000009,0.000000018,-0.030310821,-0.999537224,-0.002567428,0.000000000,0.118401288,0.045495646,0.339297422,0.010734735,107.362547156,0,0.163962627,0.121298873,118,101,17,0.075015893,27,0,0,0,0,0,1427,28,386841,806625,639100,1058,0,3478779
2850,1624181385.554660559,1624181385.654664278,2855,2854,0,0.105003953,0.156038618,1,0,0,0,1,-29.993420169,-0.657762908,-28.142701016,0.003391362,-0.002973314,0.999887581,0.014299752,1556,554,0.356041131,0.063637028,0.045013610,0.026624636,0.106771441,123.162892349,1471,0.741720124,163.573049470,361.208287354,566.288966191,0.149919807,0.111198538,0,0,1,0,0,0.000002509,0.000004653,0.000016312,0.057244813,-0.129146830,-0.989971781,0.000000004,0.000000009,0.000000023,0.037841286,0.998375962,0.042584922,0.000000000,0.117583984,0.046158840,0.341457457,0.011329410,108.585487058,0,0.162643490,0.120381991,113,106,7,0.072622108,29,0,0,0,0,0,1413,30,386878,806738,639129,1058,0,3480192
2851,1624181385.654658079,1624181385.754584312,2856,2855,0,0.056240960,0.110326292,1,0,0,0,1,-29.991814211,-0.668044205,-28.123747844,0.003719219,-0.002010395,0.999888104,0.014349379,1555,506,0.325401929,0.068222024,0.051515405,0.029746061,0.118800624,120.215423981,1473,0.745068431,176.694452668,366.351975436,554.439370194,0.160999307,0.119955501,0,0,1,0,0,0.000002606,0.000004587,0.000018186,0.093288696,-0.104776148,-0.990110690,0.000000005,0.000000009,0.000000019,0.045888364,0.998939046,0.003878130,0.000000000,0.116137986,0.052468641,0.348816028,0.011230786,109.414240551,0,0.161825222,0.119944538,162,140,22,0.104180064,18,0,0,0,0,0,1374,19,386930,806900,639147,1058,0,3481566
2852,1624181385.754655838,1624181385.854554415,2857,2856,0,0.105009022,0.145931121,1,0,0,0,1,-29.991080903,-0.709069294,-28.148629087,0.006197794,-0.005006884,0.999870973,0.013948316,1543,523,0.338950097,0.069788219,0.053327161,0.031901542,0.107579830,131.177766145,1477,0.741747629,161.567365069,369.684117777,564.309764611,0.147474516,0.109388873,0,0,1,0,0,0.000002712,0.000004448,0.000019488,0.116431424,-0.082741034,-0.989746253,0.000000004,0.000000009,0.000000020,0.064415773,0.996597851,0.051413334,0.000000000,0.114836154,0.059430048,0.382752395,0.011265856,111.580925125,0,0.160261342,0.118867675,148,132,16,0.095917045,21,0,0,0,0,0,1374,21,386976,807048,639168,1058,0,3482940
2853,1624181385.854653358,1624181385.954457998,2858,2857,0,0.105708258,0.159466574,1,0,0,0,1,-29.972268745,-0.733292288,-28.142245719,0.008715006,-0.007315010,0.999831293,0.014419565,1499,524,0.349566378,0.066577736,0.043407459,0.029274769,0.137884286,98.199493747,1442,0.743227550,158.774735357,362.328246109,550.631145208,0.148147504,0.110107306,0,0,1,0,0,0.000002669,0.000004431,0.000015953,0.105307219,-0.093902658,-0.989996303,0.000000004,0.000000009,0.000000017,-0.028731382,-0.999536894,-0.010025243,0.000000000,0.115158538,0.061370604,0.395165890,0.011266867,111.060968712,0,0.159085229,0.118072109,122,106,16,0.081387592,27,0,0,0,0,0,1350,27,387011,807170,639195,1058,0,3484290
2854,1624181385.954650879,1624181386.054593563,2859,2858,0,0.194941073,0.335154824,1,0,0,0,1,-29.946138695,-0.747955771,-28.173577689,0.010553435,-0.013555985,0.999741708,0.014878768,1524,505,0.331364829,0.077882957,0.058252588,0.037665378,0.139221103,94.184817528,1455,0.741610098,181.497464406,361.252162577,536.293065532,0.168202302,0.124740525,0,0,1,0,0,0.000002575,0.000004481,0.000014472,0.118270676,-0.077071756,-0.989985854,0.000000004,0.000000007,0.000000022,0.026415067,0.997333706,0.068027373,0.000000000,0.116191825,0.081512088,0.418210854,0.011693729,110.815222835,0,0.159021595,0.118095946,193,175,18,0.126640420,36,0,0,0,0,0,1295,36,387072,807363,639231,1058,0,3485585
2855,1624181386.054648399,1624181386.154583693,2860,2859,0,0.418477194,0.484721241,1,0,0,0,1,-29.880279898,-0.739125675,-28.167018461,0.004173073,-0.025555510,0.999544660,0.015491106,1495,488,0.326421405,0.121516922,0.083411046,0.058624071,0.170866355,86.124871082,1421,0.758184011,201.932273014,353.940344783,521.506862113,0.187429106,0.142105752,0,0,1,0,0,0.000002701,0.000004816,0.000012596,0.087076540,-0.079249599,-0.993044398,0.000000004,0.000000007,0.000000019,-0.017455355,0.999844555,0.002485204,0.000000000,0.117848515,0.208939089,0.476273458,0.011835730,109.613019628,0,0.159537599,0.118701968,409,373,36,0.273578595,86,0,0,0,0,0,998,88,387194,807772,639317,1058,0,3486583
2856,1624181386.154645920,1624181386.254488707,2861,2860,0,0.485628019,0.531339944,1,0,0,0,1,-29.821265466,-0.722672803,-28.147094398,-0.003017526,-0.039004468,0.999108052,0.015894832,1532,425,0.277415144,0.115537270,0.080265769,0.052474511,0.159829135,93.171513466,1431,0.733977296,200.816089596,377.022305552,472.483116064,0.191194875,0.140332697,0,0,1,0,0,0.000002931,0.000005284,0.000012599,0.065955024,-0.063109103,-0.995824872,0.000000003,0.000000009,0.000000025,0.147874147,-0.988908154,0.013924779,0.000000000,0.120826809,0.253295276,0.528042849,0.012204242,108.645685315,0,0.160395230,0.119442948,372,334,38,0.242819843,59,0,0,0,0,0,1100,60,387300,808144,639376,1058,0,3487683
2857,1624181386.254643679,1624181386.354388475,2862,2861,0,0.416336308,0.496531047,1,0,0,0,1,-29.774231069,-0.716583939,-28.140255685,-0.011083750,-0.054783400,0.998290140,0.017109218,1427,424,0.297126840,0.070493241,0.047570356,0.030486407,0.152338265,99.509071385,1351,0.728857954,175.391615624,361.429136352,447.866343973,0.178119137,0.129823550,0,0,1,0,0,0.000002997,0.000005104,0.000013354,0.147423164,-0.005908646,-0.989055862,0.000000004,0.000000009,0.000000028,0.097980346,-0.992930128,-0.067004574,0.000000000,0.122030855,0.251433789,0.553269825,0.015362701,108.394150667,0,0.160655393,0.119585741,200,185,15,0.140154170,28,0,0,0,0,0,1198,29,387369,808344,639404,1058,0,3488881
2858,1624181386.354641199,1624181386.454435349,2863,2862,0,0.196308714,0.282773263,1,0,0,0,1,-29.776845775,-0.747592669,-28.115737999,-0.015379054,-0.067825947,0.997434543,0.016954564,1391,422,0.303378864,0.112601458,0.077105983,0.052526582,0.241636385,82.887921045,1307,0.733030188,170.060787342,388.118549934,399.891118196,0.177503425,0.130115369,0,0,1,0,0,0.000003375,0.000004541,0.000012216,0.166335039,0.002251912,-0.986066724,0.000000005,0.000000007,0.000000017,0.216911871,-0.974889472,-0.050396000,0.000000000,0.127224106,0.276288978,0.572849607,0.015184030,108.043060897,0,0.160694842,0.119522983,265,244,21,0.190510424,66,0,0,0,0,0,1060,66,387478,808609,639470,1058,0,3489941
2859,1624181386.454638720,1624181386.554567814,2864,2863,0,0.079575155,0.124564294,1,0,0,0,1,-29.784716703,-0.785609311,-28.105309795,-0.018563154,-0.075347141,0.996832773,0.017396549,1289,381,0.295577967,0.117107291,0.084128520,0.060305173,0.221455281,108.381532940,1209,0.736234151,154.651606889,355.044083483,380.411398604,0.173744945,0.127916962,0,0,1,0,0,0.000004006,0.000004807,0.000013404,0.166853746,0.084384214,-0.982364053,0.000000004,0.000000010,0.000000019,0.109339368,-0.990474366,-0.083698468,0.000000000,0.132329709,0.296821501,0.605713833,0.016276893,108.394933879,0,0.161492073,0.120059917,287,260,27,0.222653220,74,0,0,0,0,0,927,75,387593,808896,639544,1058,0,3490868
2860,1624181386.554636240,1624181386.654537439,2865,2864,0,0.138863987,0.185542236,1,0,0,0,1,-29.760401986,-0.807390140,-28.132188840,-0.017191436,-0.076443352,0.996772269,0.017490354,1305,350,0.268199234,0.107646200,0.074906950,0.047960252,0.207828294,107.294741808,1224,0.731102082,156.414855557,352.165087773,386.289005365,0.174790796,0.127789915,0,0,1,0,0,0.000004532,0.000005121,0.000015170,0.172143642,0.141534362,-0.974851061,0.000000005,0.000000013,0.000000024,0.662559334,-0.744161335,-0.085082526,0.000000000,0.137525320,0.296691609,0.624212798,0.016226646,108.032425390,0,0.162493968,0.120673692,337,302,35,0.258237548,56,0,0,0,0,0,912,56,387752,809233,639600,1058,0,3491780
2861,1624181386.654633760,1624181386.754611969,2866,2865,0,0.080341497,0.156951669,1,0,0,0,1,-29.688056727,-0.773919366,-28.157841404,-0.015522008,-0.078645598,0.996616497,0.018151981,1286,350,0.272161742,0.099961814,0.069156821,0.044610747,0.204049119,100.772376450,1196,0.730982354,157.545577477,330.689391332,386.019926475,0.180205542,0.131727071,0,0,1,0,0,0.000004941,0.000005100,0.000015818,0.140932393,0.171263875,-0.975093198,0.000000005,0.000000011,0.000000023,0.413361217,-0.910547248,-0.006017793,0.000000000,0.141091153,0.291404930,0.699269426,0.015483558,108.836886574,0,0.163302646,0.121177924,264,230,34,0.205287714,54,0,0,0,0,0,967,55,387884,809497,639654,1058,0,3492747
2862,1624181386.754631281,1624181386.854575634,2867,2866,0,0.117721104,0.248745280,1,0,0,0,1,-29.598480891,-0.712527397,-28.177125626,-0.012965991,-0.075306397,0.996922812,0.017485328,1270,332,0.261417323,0.071816103,0.054362711,0.032521862,0.204917541,86.389506286,1187,0.729183439,166.795654470,330.610801763,368.134286444,0.192706878,0.140518664,0,0,1,0,0,0.000004931,0.000005373,0.000015301,0.109320117,0.126238056,-0.985957943,0.000000006,0.000000012,0.000000020,0.222971043,-0.971936110,-0.074994077,0.000000000,0.145323099,0.283075019,0.793763717,0.016974483,108.152559701,0,0.165224116,0.122369737,220,206,14,0.173228346,31,0,0,0,0,0,1019,31,387996,809717,639685,1058,0,3493766
2863,1624181386.854629040,1624181386.954530954,2868,2867,0,0.307836521,0.378755668,1,0,0,0,1,-29.525456267,-0.646294366,-28.181451775,-0.006306547,-0.065646574,0.997690137,0.016283263,1246,349,0.280096308,0.103739084,0.071655951,0.043586853,0.239766811,94.492367347,1164,0.741326339,170.369290145,332.095128154,360.439440838,0.197437163,0.146365370,0,0,1,0,0,0.000004903,0.000005037,0.000015113,0.147413852,0.142245006,-0.978792886,0.000000005,0.000000010,0.000000024,0.416296712,-0.907033036,-0.063151554,0.000000000,0.152901004,0.275885216,0.882627072,0.020313797,107.095103229,0,0.168050390,0.124362346,274,248,26,0.219903692,51,0,0,0,0,0,921,51,388148,809991,639736,1058,0,3494687
2864,1624181386.954626560,1624181387.054646969,2869,2868,0,0.283973536,0.394563265,1,0,0,0,1,-29.446305772,-0.555569387,-28.145559328,-0.000044773,-0.059152172,0.998105800,0.016906524,1284,342,0.266355140,0.109465732,0.074063195,0.042991988,0.203917054,96.808779736,1204,0.738415421,165.589441319,357.537016723,365.925709349,0.186253909,0.137532759,0,0,1,0,0,0.000004562,0.000004838,0.000015616,0.146289361,0.122883066,-0.981579938,0.000000005,0.000000009,0.000000024,0.182255748,-0.983146223,-0.014364785,0.000000000,0.158594286,0.271986790,0.984884858,0.020710213,105.676623444,0,0.169835405,0.125640500,274,242,32,0.213395639,51,0,0,0,0,0,958,52,388270,810265,639787,1058,0,3495645
2865,1624181387.054624081,1624181387.154633045,2870,2869,0,0.217041453,0.264452164,1,0,0,0,1,-29.340710668,-0.424753274,-28.151948822,0.005198208,-0.050835394,0.998547174,0.017096275,1306,350,0.267993874,0.073801724,0.053726699,0.032370210,0.184836737,83.371079339,1229,0.725072482,156.551147218,352.807296856,381.755636337,0.175680253,0.127380917,0,0,1,0,0,0.000004421,0.000005416,0.000014778,0.126609885,0.082078128,-0.988551019,0.000000006,0.000000012,0.000000026,0.343437953,-0.938408529,-0.037944765,0.000000000,0.163017017,0.258449162,1.138635775,0.020661620,103.553229624,0,0.171043309,0.126386227,160,146,14,0.122511485,25,0,0,0,0,0,1121,25,388340,810425,639812,1058,0,3496766
2866,1624181387.154621601,1624181387.254618645,2871,2870,0,0.158296022,0.214684855,1,0,0,0,1,-29.220530053,-0.277309522,-28.162813349,0.009086087,-0.043510608,0.998869595,0.016846425,1349,376,0.278724981,0.060541013,0.047161475,0.029879051,0.217668225,76.618998641,1277,0.718588088,170.170391970,347.708827318,399.757769050,0.185444129,0.133257942,0,0,1,0,0,0.000003947,0.000005309,0.000013259,0.102292681,0.060117651,-0.992936088,0.000000005,0.000000010,0.000000025,0.223236046,-0.974677157,-0.013042490,0.000000000,0.168284475,0.258939414,1.300187599,0.019887443,101.727592896,0,0.172651623,0.127360217,122,109,13,0.090437361,17,0,0,0,0,0,1210,17,388380,810547,639829,1058,0,3497976
2867,1624181387.254619122,1624181387.354646444,2872,2871,0,0.136942600,0.188035483,1,0,0,0,1,-29.100749010,-0.121239934,-28.148077008,0.012546833,-0.036657107,0.999118645,0.016148278,1421,404,0.284306826,0.057471045,0.038837078,0.024497199,0.165773869,89.557733042,1346,0.721321517,179.142233443,340.184913539,451.571614302,0.184511754,0.133092298,0,0,1,0,0,0.000003322,0.000004902,0.000013498,0.104387760,0.005348308,-0.994522293,0.000000005,0.000000009,0.000000020,0.319675259,-0.941687723,-0.105033145,0.000000000,0.171696308,0.261200678,1.469296636,0.020696973,100.264702051,0,0.174213367,0.128286920,128,119,9,0.090077410,21,0,0,0,0,0,1272,21,388432,810675,639850,1058,0,3499248
