frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2493,1624181351.055500269,1624181351.155559778,2498,2497,0,1,1,1,1,-35.502459955,-16.746986740,-29.362751169,0.095755219,-0.045896523,0.805646962,0.582801356,1367,407,0.297732260,0.192236305,0.097251123,0.074498331,0.189466816,101.197983414,1167,0.797358470,196.536482761,332.084608297,401.896243649,0.211212060,0.168411725,0,1.000000000,1.000000000,1.000000000,0.000003838,0.000004358,0.000012921,0.042783330,0.009003680,-0.999043803,0.000000003,0.000000007,0.000000012,0.999334965,-0.010297579,-0.034979808,0.150000000,0.175505758,0.583413635,0.643348726,0.071380821,107.159695617,3,90,62,28,0.065837601,140,520,0,0,50,46,568,709,369793,758716,638775,801,0,3080213
2494,1624181351.155497789,1624181351.255499363,2499,2498,0,1,1,1,1,-35.511611995,-16.736236830,-29.385973181,0.114901723,-0.060361562,0.801156882,0.584210345,1334,382,0.286356822,0.187230072,0.118630167,0.091348401,0.212867916,123.097187378,1179,0.773687334,185.004165697,313.049438606,414.123762983,0.202816001,0.156916171,0,1.000000000,1.000000000,1.000000000,0.000003972,0.000004835,0.000013573,0.042489411,-0.202594267,0.978340540,0.000000004,0.000000013,0.000000015,-0.223020306,0.974238516,-0.033485188,0.200000000,0.176294276,0.609577202,0.639611912,0.073499692,108.185029089,4,89,54,35,0.066716642,142,490,0,0,50,13,599,646,369862,758805,639420,801,0,3080812
2495,1624181351.255495310,1624181351.355475426,2500,2499,0,1,0,0,1,-35.508185842,-16.779958495,-29.480013450,0.123362584,-0.067251250,0.797632965,0.586549738,1496,405,0.270721925,0.146789187,0.093190397,0.061506047,0.301341335,108.658563431,1338,0.751905787,234.189146873,307.313900617,464.546894917,0.232780836,0.175029258,0,1.000000000,1.000000000,1.000000000,0.000003931,0.000005213,0.000014539,0.087345824,-0.327718660,0.940729072,0.000000005,0.000000009,0.000000012,0.900183520,-0.432023871,0.055000046,0.200000000,0.183582387,0.593983808,0.722534437,0.073815501,107.854470680,0,523,437,86,0.349598930,112,0,0,0,0,0,860,113,370215,759328,639532,801,0,3081672
2496,1624181351.355492830,1624181351.455363512,2501,2500,0,1,1,1,1,-35.507207851,-16.819774079,-29.481860772,0.126934605,-0.067129697,0.796810203,0.586919679,1625,393,0.241846154,0.209453339,0.112001127,0.087107662,0.249798202,143.099151193,1421,0.779897230,261.364972906,337.420998398,509.447993107,0.235839165,0.183930312,0,1.000000000,1.000000000,1.000000000,0.000004045,0.000005359,0.000017803,0.127444095,-0.343336624,0.930525639,0.000000005,0.000000011,0.000000016,0.882192594,-0.470663620,-0.014559630,0.250000000,0.186722811,0.609000350,0.749446952,0.067166548,109.853954526,1,90,58,32,0.055384615,155,710,0,0,50,32,635,900,370289,759418,640429,801,0,3082307
2497,1624181351.455490351,1624181351.555310488,2502,2501,0,1,1,1,1,-35.482621675,-16.837997636,-29.464540824,0.123972912,-0.065779405,0.796694852,0.587861464,1686,403,0.239027284,0.224953465,0.142951874,0.102685752,0.295211613,135.299903276,1460,0.783337453,292.847790133,330.586718607,520.238172320,0.256059094,0.200580678,0,1.000000000,1.000000000,1.000000000,0.000004089,0.000005577,0.000019501,0.126656999,-0.342565796,0.930917118,0.000000005,0.000000010,0.000000011,-0.989984755,-0.075428732,-0.119334368,0.300000000,0.192610172,0.611980585,0.769002786,0.057936649,111.738065408,2,85,51,34,0.050415184,187,723,0,0,50,56,632,969,370356,759503,641395,801,0,3082939
2498,1624181351.555488110,1624181351.655343294,2503,2502,0,1,1,1,1,-35.519559728,-16.866240043,-29.456853199,0.122886102,-0.061996340,0.796961839,0.588138833,1652,421,0.254842615,0.201820743,0.122398145,0.096072217,0.293438228,138.429859120,1426,0.786819556,266.647485609,333.540926632,521.816274845,0.237652738,0.186989822,0,1.000000000,1.000000000,1.000000000,0.000003997,0.000005383,0.000020152,0.124190544,-0.328343405,0.936358541,0.000000004,0.000000011,0.000000013,-0.998750879,0.027929738,0.041431998,0.350000000,0.198943374,0.593018067,0.769081693,0.048758814,114.120242076,3,93,68,25,0.056295400,175,726,0,0,50,55,601,958,370428,759596,642351,801,0,3083540
2499,1624181351.655485630,1624181351.755307436,2504,2503,0,1,1,1,1,-35.554261818,-16.832712101,-29.434161375,0.120745170,-0.060403920,0.797653945,0.587809624,1593,405,0.254237288,0.202234683,0.107486020,0.085682846,0.230862820,149.107159178,1408,0.788610520,250.992345825,331.112575557,528.258691401,0.226045183,0.178261609,0,1.000000000,1.000000000,1.000000000,0.000003901,0.000005497,0.000021303,0.120460636,-0.322991720,0.938704205,0.000000004,0.000000012,0.000000015,0.846653787,0.529974731,-0.048001546,0.400000000,0.202259365,0.575036073,0.802367631,0.045059816,116.241343804,4,92,67,25,0.057752668,165,708,0,0,50,27,598,903,370497,759688,643251,801,0,3084138
2500,1624181351.755483150,1624181351.855338573,2505,2504,0,1,1,1,1,-35.612731021,-16.737471172,-29.403979431,0.116426125,-0.057168320,0.798243107,0.588204626,1560,396,0.253846154,0.199993058,0.102713989,0.079864694,0.281107526,125.537737823,1378,0.774352016,253.714121323,308.958030273,504.384927046,0.237769962,0.184117650,0,1.000000000,1.000000000,1.000000000,0.000004094,0.000005620,0.000021498,0.145246095,-0.320595730,0.936013862,0.000000005,0.000000012,0.000000013,0.899625095,-0.431115601,-0.069383198,0.450000000,0.209591330,0.548082253,0.913959682,0.043745841,117.024469453,5,85,58,27,0.054487179,157,666,0,0,50,1,650,825,370563,759773,644075,801,0,3084788
2501,1624181351.855480671,1624181351.955365896,2506,2505,0,1,1,1,1,-35.687644138,-16.640395069,-29.335754731,0.113521212,-0.052590138,0.799296222,0.587769309,1552,387,0.249355670,0.179378587,0.099163655,0.081146677,0.235750298,137.277464164,1409,0.778054696,234.288323474,335.908657407,526.082085395,0.213712303,0.166279861,0,1.000000000,1.000000000,1.000000000,0.000004120,0.000005333,0.000022007,0.132878932,-0.313566372,0.940223016,0.000000005,0.000000012,0.000000017,0.450858824,0.889499341,0.074278151,0.500000000,0.211258206,0.516136925,1.046504087,0.044358772,118.877764307,6,78,51,27,0.050257732,136,645,0,0,50,2,688,786,370630,759851,644858,801,0,3085476
2502,1624181351.955478191,1624181352.055452347,2507,2506,0,1,1,1,1,-35.774240843,-16.449470996,-29.264831788,0.112561654,-0.049605676,0.800369209,0.586752317,1534,407,0.265319426,0.181735646,0.103657669,0.084740089,0.236518639,130.275436698,1407,0.769344824,237.343321477,329.029632910,516.095212749,0.219261248,0.168687506,0,1.000000000,1.000000000,1.000000000,0.000003886,0.000005171,0.000020794,0.142518535,-0.313713591,0.938761019,0.000000004,0.000000010,0.000000012,0.694275334,0.712869267,0.098990746,0.550000000,0.214013792,0.483352296,1.259257169,0.046834062,119.713110170,7,65,47,18,0.042372881,142,617,0,0,26,0,708,761,370673,759916,645617,801,0,3086184
2503,1624181352.055475950,1624181352.155426979,2508,2507,0,1,0,0,1,-35.847311127,-16.224530570,-29.189721972,0.109602044,-0.048461361,0.800622089,0.587063164,1465,402,0.274402730,0.149674288,0.092315094,0.060742079,0.261402101,124.743584364,1343,0.763627342,215.198732976,342.478419997,467.874367438,0.209837077,0.160237329,0,1.000000000,1.000000000,1.000000000,0.000003992,0.000005005,0.000019854,0.153336768,-0.343603575,0.926511963,0.000000004,0.000000011,0.000000013,0.576952678,0.815034745,0.053328898,0.550000000,0.217242302,0.451524235,1.501490826,0.046357167,121.069278370,0,546,475,71,0.372696246,117,0,0,0,0,0,801,118,371021,760462,645734,801,0,3086985
2504,1624181352.155473471,1624181352.255322933,2509,2508,0,1,0,0,1,-35.922448645,-15.925003371,-29.154095289,0.103420116,-0.046664886,0.799864714,0.589358217,1455,391,0.268728522,0.131411237,0.093990275,0.065510138,0.278598756,121.794290969,1345,0.755526262,220.885934726,338.503191993,456.793695347,0.217368302,0.164227461,0,1.000000000,1.000000000,1.000000000,0.000004033,0.000004773,0.000018595,0.138794606,-0.334264237,0.932203560,0.000000004,0.000000010,0.000000012,-0.995863934,-0.009271565,0.090382867,0.550000000,0.223070072,0.422086353,1.798941062,0.049866709,121.977148420,0,432,384,48,0.296907216,99,0,0,0,0,0,924,99,371283,760894,645833,801,0,3087909
2505,1624181352.255470991,1624181352.355364799,2510,2509,0,1,0,0,1,-36.010455667,-15.655623507,-29.136456269,0.097226963,-0.042591528,0.800108741,0.590388755,1385,406,0.293140794,0.111738148,0.078657826,0.054312418,0.186241893,123.293205718,1280,0.757842199,175.227867807,329.597744975,465.212401759,0.180640207,0.136896772,0,1.000000000,1.000000000,1.000000000,0.000003903,0.000004883,0.000019376,0.107941507,-0.320911891,0.940937930,0.000000005,0.000000014,0.000000018,0.964440042,0.263496388,0.020616960,0.550000000,0.224610779,0.392064309,2.075390003,0.050604361,122.667734459,0,378,334,44,0.272924188,83,0,0,0,0,0,922,85,371504,761272,645916,801,0,3088831
2506,1624181352.355468512,1624181352.455438852,2511,2510,0,1,0,0,1,-36.111151633,-15.333966568,-29.124391031,0.090803188,-0.038794990,0.798067848,0.594421937,1366,419,0.306734993,0.086500355,0.059887991,0.037572643,0.194888778,152.750637359,1285,0.754891173,184.334625964,323.208651363,462.491880295,0.190028809,0.143451071,0,1.000000000,1.000000000,1.000000000,0.000003861,0.000004726,0.000021956,0.104148344,-0.335519136,0.936258528,0.000000004,0.000000013,0.000000023,0.802399774,0.596047720,-0.029693721,0.550000000,0.225575386,0.375628503,2.395118837,0.057605612,124.551090567,0,287,259,28,0.210102489,71,0,0,0,0,0,1004,75,371658,761559,645987,801,0,3089835
2507,1624181352.455466032,1624181352.555441618,2512,2511,0,1,0,0,1,-36.209979376,-15.015259609,-29.145445106,0.086007422,-0.036332872,0.795345069,0.598923089,1333,389,0.291822956,0.081594599,0.050240191,0.031199932,0.163969534,124.562950934,1254,0.752256656,174.678615629,330.093891625,438.557338787,0.185172362,0.139297142,0,1.000000000,1.000000000,1.000000000,0.000003967,0.000004893,0.000020839,0.082175146,-0.320768102,0.943586281,0.000000005,0.000000015,0.000000021,0.574870422,0.816993163,-0.045234608,0.550000000,0.224762486,0.366389092,2.718319709,0.065958808,125.307012544,0,285,263,22,0.213803451,46,0,0,0,0,0,1000,48,371805,761844,646033,801,0,3090835
2508,1624181352.555463791,1624181352.655427694,2513,2512,0,1,0,0,1,-36.309135194,-14.698439073,-29.171842930,0.082479957,-0.033386754,0.792206591,0.603730981,1349,422,0.312824314,0.074102925,0.052463347,0.032761894,0.146709080,129.998524618,1262,0.751713012,170.440606608,342.716888543,435.504326584,0.179664241,0.135055948,0,1.000000000,1.000000000,1.000000000,0.000003703,0.000004874,0.000020268,0.063423693,-0.282839530,0.957068041,0.000000004,0.000000011,0.000000018,0.627775709,0.776486636,-0.054462484,0.550000000,0.225552236,0.354907119,3.036929412,0.076455455,125.741691492,0,245,226,19,0.181616012,42,0,0,0,0,0,1058,46,371933,762089,646075,801,0,3091893
2509,1624181352.655461311,1624181352.755337238,2513,2513,0,1,0,0,1,-36.393504143,-14.380813703,-29.214958854,0.079541821,-0.030675663,0.788808096,0.608698521,1341,412,0.307233408,0.075127242,0.053463570,0.033985307,0.225560910,101.126651200,1263,0.741463736,176.350932306,336.905200222,423.212566407,0.188314818,0.139628608,0,1.000000000,1.000000000,1.000000000,0.000003695,0.000004805,0.000016069,0.026874043,-0.248655487,0.968219105,0.000000004,0.000000011,0.000000013,0.999847432,-0.011037541,-0.013538261,0.550000000,0.230277471,0.343331491,3.357702799,0.086650500,124.826552274,0,242,222,20,0.180462342,40,0,0,0,0,0,1058,41,372046,762331,646115,801,0,3092951
2510,1624181352.855456352,1624181352.955365419,2515,2514,0,1,0,0,1,-36.570189294,-13.736787994,-29.262429369,0.076467523,-0.029297867,0.780797627,0.619394396,1291,362,0.280402789,0.078269512,0.051789639,0.035651212,0.188343379,113.524986464,1208,0.748624044,166.401841755,331.261433835,406.674570104,0.184004067,0.137749869,0,1.000000000,1.000000000,1.000000000,0.000005158,0.000006553,0.000020468,0.005527710,-0.201784816,0.979414280,0.000000004,0.000000011,0.000000015,0.890716456,0.454547631,-0.003262791,0.550000000,0.232034259,0.332490722,3.970500432,0.112490425,124.645808572,0,201,175,26,0.155693261,46,0,0,0,0,0,1040,50,372141,762532,646161,801,0,3093991
2511,1624181352.955453873,1624181353.055343390,2516,2515,0,1,0,0,1,-36.673036476,-13.443404966,-29.295376552,0.075258333,-0.029133144,0.776620406,0.624778512,1287,386,0.299922300,0.072568182,0.051571999,0.032630188,0.231962669,99.264075318,1208,0.746008862,178.020488713,336.896658842,386.261557290,0.197541828,0.147367954,0,1.000000000,1.000000000,1.000000000,0.000004501,0.000005564,0.000016803,-0.010110159,-0.219240165,0.975618540,0.000000005,0.000000010,0.000000014,0.892082732,0.444863531,-0.079276965,0.500000000,0.231851430,0.361113878,4.135741792,0.122567598,124.835236741,0,219,207,12,0.170163170,43,0,0,0,0,0,1024,44,372234,762751,646204,801,0,3095015
2512,1624181353.055451632,1624181353.155304670,2517,2516,0,1,0,0,1,-36.776796541,-13.137143448,-29.329398391,0.074169866,-0.027560632,0.772184084,0.630452998,1269,362,0.285263987,0.082139705,0.059160237,0.036008153,0.241371075,102.681950230,1202,0.734556981,171.286823296,318.279453007,393.371215199,0.193996546,0.142501517,0,1.000000000,1.000000000,1.000000000,0.000004384,0.000005374,0.000016197,0.003498235,-0.251836462,0.967763483,0.000000005,0.000000009,0.000000016,0.800739719,0.596571459,-0.054022188,0.450000000,0.232270578,0.378282927,4.270141218,0.129569415,124.286065143,0,198,180,18,0.156028369,37,0,0,0,0,0,1033,38,372326,762949,646241,801,0,3096048
2513,1624181353.155449152,1624181353.255323410,2518,2517,0,1,0,0,1,-36.885712465,-12.846691339,-29.345713998,0.074421081,-0.026964468,0.767698089,0.635904131,1315,393,0.298859316,0.079228470,0.052084046,0.034118687,0.167859756,116.083368989,1246,0.747846818,161.575842507,347.344901278,422.896391975,0.173398660,0.129675636,0,1.000000000,1.000000000,1.000000000,0.000003878,0.000004920,0.000015943,0.017765058,0.223451565,-0.974553129,0.000000004,0.000000012,0.000000016,0.877523925,0.479508962,-0.004787143,0.400000000,0.231190225,0.397472472,4.553594844,0.135294822,125.030334421,0,171,157,14,0.130038023,38,0,0,0,0,0,1104,40,372414,763120,646279,801,0,3097152
2514,1624181353.255446672,1624181353.355330229,2519,2518,0,1,0,0,1,-36.993583681,-12.520497144,-29.327031885,0.073597575,-0.024254688,0.762812465,0.641959695,1332,411,0.308558559,0.067452471,0.048421854,0.033222228,0.194345355,107.454353149,1269,0.753683345,164.904953870,371.218622695,420.300587921,0.172418222,0.129948742,0,1.000000000,1.000000000,1.000000000,0.000003852,0.000004360,0.000015037,0.014192464,0.203278149,-0.979018165,0.000000004,0.000000010,0.000000017,0.943313465,0.329503442,-0.039839527,0.350000000,0.230264097,0.421676559,4.793906585,0.142606056,124.248192710,0,197,184,13,0.147897898,33,0,0,0,0,0,1102,33,372490,763317,646312,801,0,3098254
2515,1624181353.355444193,1624181353.455378771,2519,2519,0,1,0,0,1,-37.097036258,-12.202708445,-29.319739224,0.071698027,-0.023452000,0.758167476,0.647681616,1344,433,0.322172619,0.069866779,0.046131372,0.032797921,0.185226338,99.334623050,1280,0.743875345,155.615845666,383.443579810,413.101016500,0.163434479,0.121574879,0,1.000000000,1.000000000,1.000000000,0.000003867,0.000004068,0.000014415,0.045246769,-0.193248306,0.980106026,0.000000004,0.000000011,0.000000015,0.952358316,0.290468101,-0.092961929,0.350000000,0.224458348,0.445856072,5.088319399,0.154848431,123.781995691,0,175,157,18,0.130208333,33,0,0,0,0,0,1135,34,372557,763492,646345,801,0,3099389
2516,1624181353.455441713,1624181353.555239439,2521,2520,0,1,0,0,1,-37.193476074,-11.873309879,-29.307373700,0.068093968,-0.022692796,0.753605713,0.653396264,1358,441,0.324742268,0.074288149,0.049509284,0.033205493,0.191851564,109.241188720,1279,0.744429203,160.532714888,385.157082067,406.435153534,0.168604672,0.125514242,0,1.000000000,1.000000000,1.000000000,0.000003761,0.000004160,0.000014425,-0.001266737,-0.176476939,0.984303960,0.000000004,0.000000009,0.000000014,0.981164892,0.190139972,-0.034091724,0.300000000,0.221561016,0.453506304,5.396603290,0.167771771,122.089097567,0,225,204,21,0.165684831,51,0,0,0,0,0,1081,52,372659,763717,646396,801,0,3100470
2517,1624181353.555439234,1624181353.655134201,2522,2521,0,1,0,0,1,-37.289340163,-11.542347341,-29.277922430,0.064254444,-0.023858278,0.749131725,0.658865545,1324,417,0.314954683,0.069228155,0.046229877,0.029739491,0.212881692,96.420574809,1243,0.743764021,159.371338378,372.352525326,392.774815011,0.172386767,0.128215075,0,1.000000000,1.000000000,1.000000000,0.000004024,0.000004100,0.000013149,0.010582851,0.154866242,-0.987878763,0.000000004,0.000000009,0.000000014,0.995451657,0.092069139,0.024480054,0.250000000,0.217444520,0.445897450,5.695297117,0.180757478,120.145131144,0,179,165,14,0.135196375,35,0,0,0,0,0,1110,35,372732,763896,646431,801,0,3101580
2518,1624181353.655436993,1624181353.755218267,2523,2522,0,1,0,0,1,-37.406500988,-11.198345878,-29.251671661,0.060412031,-0.023444123,0.744355431,0.664632042,1311,429,0.327231121,0.069111892,0.047380295,0.031939164,0.213716324,99.228803018,1232,0.755363597,162.390443075,363.180153399,405.037355451,0.174499307,0.131810425,0,1.000000000,1.000000000,1.000000000,0.000003944,0.000004211,0.000012333,-0.011485340,-0.141379708,0.989888815,0.000000004,0.000000008,0.000000013,0.998118145,0.056362569,0.024154295,0.200000000,0.213458424,0.441337908,6.006327264,0.193851384,118.185078339,0,161,151,10,0.122807018,37,0,0,0,0,0,1113,37,372796,764057,646468,801,0,3102693
2519,1624181353.755434513,1624181353.855368853,2523,2523,0,1,0,0,1,-37.507620546,-10.861432324,-29.202920793,0.056071577,-0.024626217,0.739673159,0.670173967,1363,394,0.289068232,0.070178794,0.049453748,0.031144417,0.257098846,99.983876755,1291,0.732970150,176.849680506,375.553023074,393.861760110,0.186892446,0.136986584,0,1.000000000,1.000000000,1.000000000,0.000004102,0.000004259,0.000012743,0.062576684,0.161203181,-0.984935375,0.000000004,0.000000008,0.000000017,0.893070724,0.448085970,-0.040541906,0.150000000,0.214770226,0.422183714,6.245690323,0.207542888,115.728914218,0,169,155,14,0.123991196,22,0,0,0,0,0,1171,23,372873,764226,646490,801,0,3103864
2520,1624181353.955429554,1624181354.055557728,2525,2524,0,1,0,0,1,-37.743560550,-10.165477726,-29.119780382,0.050770748,-0.021471172,0.729659753,0.681584891,1299,390,0.300230947,0.075219904,0.053814638,0.031749304,0.146655885,116.384873371,1225,0.744369535,151.876667592,363.364861241,396.611151611,0.166558339,0.123980953,0,1.000000000,1.000000000,1.000000000,0.000005634,0.000005871,0.000019469,0.036576818,0.124953385,-0.991488168,0.000000004,0.000000015,0.000000020,0.996576410,0.082633066,0.002689890,0.100000000,0.208047644,0.381275867,6.844917063,0.235899526,115.271270995,0,186,166,20,0.143187067,27,0,0,0,0,0,1086,27,372949,764412,646517,801,0,3104950
2521,1624181354.055427074,1624181354.155557156,2526,2525,0,1,0,0,1,-37.841501865,-9.810537391,-29.081755434,0.048387060,-0.020176633,0.723658376,0.688164334,1351,429,0.317542561,0.075229551,0.051716413,0.035246631,0.184215218,140.460365672,1283,0.758711821,161.090881756,391.695724938,420.640659056,0.165488360,0.125557975,0,1.000000000,1.000000000,1.000000000,0.000004293,0.000004746,0.000019373,0.084866653,0.128495728,-0.988072112,0.000000003,0.000000012,0.000000016,0.991253176,-0.131881332,0.004945332,0.050000000,0.205470890,0.339645071,6.993763954,0.250944537,115.430416070,0,186,173,13,0.137675796,38,0,0,0,0,0,1126,39,373024,764598,646555,801,0,3106076
