frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_measurement_noise_scale,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2696,1624181374.254935503,1624181374.354781389,2701,2700,0,0.092909049,0.153088898,1,0,0,0,1,-31.141989527,2.501981007,-29.114481203,-0.002334581,0.058581180,0.987811647,0.144190658,1753,760,0.433542499,0.066832122,0.047262204,0.027476313,0.140476132,92.878457666,1642,0.788574503,209.205989454,388.120156809,697.513187591,0.161569072,0.127409251,0,0,0,1.000000000,1,0,0,0.000002383,0.000004202,0.000014407,0.078336263,-0.200032881,-0.976652587,0.000000003,0.000000007,0.000000014,0.163825618,-0.985565879,0.042673945,0.000000000,0.135833868,0.090273489,7.872915928,0.026966874,118.573053772,0,0.151490984,0.117718693,226,210,16,0.128921848,46,0,0,0,0,0,1480,47,393037,815801,457430,145,0,3410750
2697,1624181374.354933262,1624181374.454716206,2702,2701,0,0.127584945,0.180427644,1,0,0,0,1,-31.120862814,2.631662074,-29.117003690,-0.002964931,0.054387117,0.988110871,0.143771200,1694,727,0.429161747,0.065522289,0.046394774,0.028163779,0.133368680,100.671953802,1584,0.785972507,190.269982027,377.313738772,677.396730541,0.152829694,0.120119938,0,0,0,1.000000000,1,0,0,0.000002178,0.000003864,0.000013324,0.085853796,-0.197737988,-0.976488000,0.000000004,0.000000008,0.000000014,0.218443169,-0.973211573,0.071706455,0.000000000,0.133582152,0.090257243,7.518580415,0.026184231,117.301930417,0,0.151153811,0.117617170,189,174,15,0.111570248,52,0,0,0,0,0,1453,52,393096,815990,457482,145,0,3412203
2698,1624181374.454930782,1624181374.554666281,2703,2702,0,0.143570641,0.193916053,1,0,0,0,1,-31.088584509,2.751528899,-29.102955694,-0.003132097,0.048578541,0.988343886,0.144245203,1703,694,0.407516148,0.069800689,0.047411784,0.029872779,0.116111701,111.535630698,1592,0.778369372,180.436575886,392.013835884,666.713628491,0.145611533,0.113339558,0,0,0,1.000000000,1,0,0,0.000002201,0.000003950,0.000013938,0.085540266,-0.184654711,-0.979073797,0.000000004,0.000000008,0.000000015,0.477730401,-0.878478697,0.006988689,0.000000000,0.131835225,0.091135138,7.148239342,0.026060410,116.423948842,0,0.150693705,0.117326731,204,192,12,0.119788608,57,0,0,0,0,0,1442,57,393177,816194,457539,145,0,3413645
2699,1624181374.554928303,1624181374.654748201,2703,2703,0,0.137862208,0.232608108,1,0,0,0,1,-31.056114309,2.835105248,-29.082702123,-0.003495379,0.042083347,0.988765573,0.143385546,1704,700,0.410798122,0.066874448,0.049763783,0.031042741,0.137332830,119.227619093,1595,0.774965838,190.233576682,381.484115143,664.352819919,0.153901881,0.119268700,0,0,0,1.000000000,1,0,0,0.000002148,0.000003762,0.000014203,0.043613530,-0.206053512,-0.977568315,0.000000003,0.000000008,0.000000013,0.689135089,-0.723272664,0.044378855,0.000000000,0.128284317,0.091161209,6.751854192,0.026153958,116.505689595,0,0.150438605,0.117286555,206,194,12,0.120892019,60,0,0,0,0,0,1436,62,393238,816400,457599,145,0,3415081
2700,1624181374.854921103,1624181374.954772949,2705,2704,0,0.159299529,0.215992883,1,0,0,0,1,-30.950039067,3.015452474,-29.044760873,-0.000227504,0.018852432,0.989380227,0.144122520,1577,631,0.400126823,0.058847617,0.043884878,0.026776220,0.110142890,124.622900792,1504,0.769229830,172.814567800,384.781526155,599.325569959,0.149374476,0.114903303,0,0,0,1.000000000,1,0,0,0.000003644,0.000006284,0.000027418,0.074843283,-0.179543357,-0.980898907,0.000000004,0.000000012,0.000000022,0.178476278,-0.983778317,-0.018067676,0.000000000,0.125015542,0.093806774,6.481052784,0.025995213,117.076098919,0,0.149777207,0.116826996,121,110,11,0.076727964,30,0,0,0,0,0,1426,30,393276,816521,457629,145,0,3416507
2701,1624181374.954918623,1624181375.054850578,2706,2705,0,0.132881404,0.206038850,1,0,0,0,1,-30.914309293,3.050611153,-29.019331416,-0.000229494,0.012097612,0.989459005,0.144306867,1539,637,0.413905133,0.060368550,0.041308582,0.027681248,0.147532186,92.514742058,1453,0.777459463,177.007313060,361.537093398,591.104192753,0.156692367,0.121821964,0,0,0,1.000000000,1,0,0,0.000002656,0.000004384,0.000017961,0.091296570,-0.155744758,-0.983569269,0.000000004,0.000000007,0.000000015,0.206126257,-0.978235967,0.023798286,0.000000000,0.125284728,0.086635184,6.061938263,0.024955133,115.103251652,0,0.150213269,0.117183469,124,113,11,0.080571800,38,0,0,0,0,0,1377,38,393313,816645,457667,145,0,3417884
2702,1624181375.054916143,1624181375.154861689,2707,2706,0,0.092162433,0.173272869,1,0,0,0,1,-30.873523727,3.079937757,-29.027681300,0.000460208,0.006289272,0.989447850,0.144752154,1519,610,0.401579987,0.060809145,0.045301319,0.028681833,0.133093920,103.454249594,1447,0.773135897,172.777038017,353.234916860,592.715688741,0.154440662,0.119403620,0,0,0,1.000000000,1,0,0,0.000002557,0.000004058,0.000015288,0.107553726,-0.138611105,-0.984489288,0.000000004,0.000000007,0.000000016,0.033648642,0.999146159,0.023973365,0.000000000,0.125611971,0.082747539,5.637901712,0.023366496,113.476428907,0,0.150822307,0.117593614,109,93,16,0.071757735,27,0,0,0,0,0,1383,27,393346,816754,457694,145,0,3419267
2703,1624181375.154913664,1624181375.254962921,2708,2707,0,0.076342528,0.107637033,1,0,0,0,1,-30.835044959,3.101589571,-29.007976303,0.001980135,0.000024636,0.989431841,0.144985209,1465,592,0.404095563,0.063781583,0.047563242,0.030627524,0.173799178,86.290543788,1381,0.774641883,166.069900283,352.453263986,551.257276462,0.155237368,0.120253367,0,0,0,1.000000000,1,0,0,0.000002522,0.000003906,0.000012165,0.126836908,-0.101263467,-0.986741156,0.000000004,0.000000008,0.000000013,0.342828763,-0.939391916,-0.003356648,0.000000000,0.129256876,0.081852931,5.231023807,0.021998555,109.821321349,0,0.151611420,0.118132130,111,99,12,0.075767918,40,0,0,0,0,0,1314,40,393379,816865,457734,145,0,3420581
2704,1624181375.254911184,1624181375.354980946,2709,2708,0,0.063168375,0.101515727,1,0,0,0,1,-30.806791711,3.126360857,-28.989839753,0.003422207,-0.003451166,0.989424500,0.144967364,1454,565,0.388583219,0.062816709,0.045667414,0.027730013,0.141025568,125.423288938,1376,0.756676646,151.069422628,369.080182183,521.037459693,0.145093449,0.109788825,0,0,0,1.000000000,1,0,0,0.000002599,0.000003847,0.000014121,0.129871583,-0.086477071,-0.987752544,0.000000004,0.000000007,0.000000016,0.239530424,-0.970888452,-0.000889102,0.000000000,0.130730875,0.082420494,4.847472945,0.020161366,110.020590512,0,0.151817963,0.118118999,113,101,12,0.077716644,34,0,0,0,0,0,1306,35,393408,816978,457768,145,0,3421887
2705,1624181375.354908943,1624181375.454969883,2710,2709,0,0.074531628,0.137524419,1,0,0,0,1,-30.771466995,3.149001361,-28.995279254,0.005888719,-0.007636231,0.989361964,0.145154798,1452,530,0.365013774,0.054653172,0.039998521,0.025043265,0.131103506,111.699625565,1385,0.759482644,164.614983014,364.128950693,523.139528094,0.156495457,0.118855583,0,0,0,1.000000000,1,0,0,0.000002712,0.000003957,0.000016142,0.135293261,-0.108737549,-0.984820734,0.000000005,0.000000009,0.000000025,-0.004116825,-0.997508466,-0.070426637,0.000000000,0.131272309,0.090335111,4.493912048,0.018437794,110.045217576,0,0.152803479,0.118771774,102,89,13,0.070247934,26,0,0,0,0,0,1323,27,393439,817080,457794,145,0,3423210
2706,1624181375.454906464,1624181375.554944277,2711,2710,0,0.055514796,0.102508738,1,0,0,0,1,-30.740666902,3.182322900,-28.976940924,0.007294455,-0.008073605,0.989327288,0.145303559,1499,558,0.372248165,0.060085452,0.045371310,0.029366877,0.138714982,107.208055681,1415,0.762201487,164.558141343,373.568352311,540.388610522,0.152578430,0.116295506,0,0,0,1.000000000,1,0,0,0.000002739,0.000003751,0.000014899,0.107594341,-0.065808015,-0.992014497,0.000000003,0.000000009,0.000000017,0.274670449,-0.961341766,-0.019446180,0.000000000,0.132555044,0.091951709,4.175831247,0.018541903,109.019463969,0,0.153371374,0.119069595,117,97,20,0.078052035,29,0,0,0,0,0,1353,29,393475,817197,457823,145,0,3424563
2707,1624181375.554903984,1624181375.654910564,2712,2711,0,0.042397531,0.082974413,1,0,0,0,1,-30.698660816,3.197103066,-28.989077605,0.009363521,-0.009669144,0.989270759,0.145472328,1474,544,0.369063772,0.061912418,0.047028593,0.028864947,0.135970340,104.762022305,1395,0.753740561,164.249538168,366.935160527,520.283383648,0.156209723,0.117741604,0,0,0,1.000000000,1,0,0,0.000002939,0.000003742,0.000014972,0.103390410,-0.054640627,-0.993138875,0.000000004,0.000000010,0.000000017,-0.081365450,0.992668130,0.089384827,0.000000000,0.133995625,0.088270899,3.862841033,0.018107414,108.021517290,0,0.154105204,0.119435782,127,116,11,0.086160109,22,0,0,0,0,0,1324,23,393506,817324,457845,145,0,3425887
2708,1624181375.654901505,1624181375.754789114,2713,2712,0,0.058232359,0.106899573,1,0,0,0,1,-30.661335630,3.224101620,-28.969331082,0.011614462,-0.010114703,0.989241407,0.145479333,1487,530,0.356422327,0.060068726,0.043696006,0.028675969,0.156810274,84.064699708,1412,0.751737431,171.037758443,369.865410387,520.550084365,0.161135460,0.121131557,0,0,0,1.000000000,1,0,0,0.000002908,0.000003769,0.000013304,0.092569697,-0.060607868,-0.993859918,0.000000005,0.000000009,0.000000014,0.367284884,-0.921776617,-0.124216276,0.000000000,0.135874278,0.088889695,3.230395767,0.017678212,106.474740802,0,0.154768248,0.119693495,115,103,12,0.077336920,28,0,0,0,0,0,1344,28,393541,817439,457873,145,0,3427231
2709,1624181375.754899025,1624181375.854730129,2714,2713,0,0.040800620,0.064368391,1,0,0,0,1,-30.615377883,3.240460241,-28.988980248,0.012955555,-0.009853357,0.989277764,0.145136385,1503,525,0.349301397,0.063864040,0.047039017,0.029909592,0.137155930,114.201268195,1423,0.747437035,164.207525017,389.964120491,509.431254864,0.154388000,0.115395309,0,0,0,1.000000000,1,0,0,0.000002904,0.000003798,0.000014776,0.122541439,-0.079270524,-0.989292565,0.000000004,0.000000008,0.000000021,0.005773777,-0.999978091,-0.003237348,0.000000000,0.135561561,0.071424984,2.975411010,0.017748154,106.621454678,0,0.154334298,0.119053831,102,83,19,0.067864271,20,0,0,0,0,0,1381,20,393577,817541,457893,145,0,3428612
2710,1624181375.854896545,1624181375.954672813,2714,2714,0,0.048712422,0.096379845,1,0,0,0,1,-30.574524212,3.255030051,-28.985639102,0.014788062,-0.009591109,0.989232730,0.145285685,1511,504,0.333553938,0.057210416,0.042054717,0.027182735,0.137214974,112.954025129,1435,0.755968607,168.975765709,387.315867408,528.523317258,0.155764599,0.117753147,0,0,0,1.000000000,1,0,0,0.000003080,0.000003853,0.000016725,0.127260428,-0.065084393,-0.989731683,0.000000005,0.000000011,0.000000019,0.131054844,-0.991233141,0.016777587,0.000000000,0.134913517,0.075246990,2.469919988,0.015029152,106.826381728,0,0.153792147,0.118479559,116,106,10,0.076770351,13,0,0,0,0,0,1382,13,393612,817657,457906,145,0,3429994
2711,1624181376.054891825,1624181376.154725790,2716,2715,0,0.055759533,0.098626093,1,0,0,0,1,-30.494743144,3.273888101,-29.019002253,0.015978574,-0.006449994,0.989213525,0.145463686,1535,502,0.327035831,0.062226608,0.045092992,0.029712166,0.134533295,109.004632909,1457,0.740620859,166.290965699,379.342369885,533.451255352,0.154103735,0.114132440,0,0,0,1.000000000,1,0,0,0.000004195,0.000005322,0.000020845,0.103409789,-0.083798386,-0.991102541,0.000000004,0.000000012,0.000000023,-0.061222868,0.997993183,0.016166836,0.000000000,0.134909530,0.075446587,2.305491681,0.014718529,107.180567234,0,0.154104747,0.118399129,103,91,12,0.067100977,34,0,0,0,0,0,1398,34,393649,817760,457940,145,0,3431392
2712,1624181376.154889345,1624181376.254826546,2717,2716,0,0.054426883,0.088149579,1,0,0,0,1,-30.467169299,3.272542510,-29.040890627,0.016961592,-0.005315483,0.989218753,0.145362682,1495,539,0.360535117,0.053507338,0.038903466,0.024844478,0.164250797,94.490804190,1418,0.753769112,166.844390985,374.538082615,527.462126789,0.156097894,0.117661771,0,0,0,1.000000000,1,0,0,0.000003219,0.000004265,0.000016333,0.113776463,-0.095123237,-0.988942105,0.000000004,0.000000010,0.000000018,-0.023567429,-0.997285236,-0.069761982,0.000000000,0.136811315,0.082628654,2.103190484,0.013365174,106.177247529,0,0.153971241,0.118104148,108,101,7,0.072240803,19,0,0,0,0,0,1367,20,393681,817868,457959,145,0,3432759
2713,1624181376.254886866,1624181376.354830742,2718,2717,0,0.061656966,0.103470501,1,0,0,0,1,-30.439991150,3.271908322,-29.065199628,0.017341494,-0.004041383,0.989402942,0.144099823,1531,530,0.346178968,0.059298588,0.043583008,0.028860879,0.143696004,92.092499562,1441,0.741499737,170.379704546,369.084201400,529.037214977,0.159456739,0.118237130,0,0,0,1.000000000,1,0,0,0.000002919,0.000004106,0.000014377,0.090904964,-0.114982512,-0.989199327,0.000000004,0.000000010,0.000000020,0.170688133,-0.980390818,-0.098485554,0.000000000,0.138695680,0.083580411,1.929440559,0.013990616,104.563263736,0,0.154298214,0.118124761,125,117,8,0.081645983,13,0,0,0,0,0,1391,15,393723,817993,457972,145,0,3434150
2714,1624181376.354884386,1624181376.454837084,2719,2718,0,0.064336946,0.084324562,1,0,0,0,1,-30.414536752,3.274036734,-29.085222697,0.017644004,-0.003637620,0.989550188,0.143059017,1563,534,0.341650672,0.059420011,0.043210082,0.025196845,0.147155392,95.644530128,1473,0.745174649,176.737904889,378.583191588,542.321162139,0.161015944,0.119985000,0,0,0,1.000000000,1,0,0,0.000002815,0.000004056,0.000013082,0.059804550,-0.124427000,-0.990424827,0.000000004,0.000000009,0.000000020,0.090754130,-0.995853243,-0.006325086,0.000000000,0.138678057,0.077694485,1.376019243,0.014686260,104.276209511,0,0.154493775,0.117977051,118,105,13,0.075495841,21,0,0,0,0,0,1423,22,393760,818111,457993,145,0,3435573
2715,1624181376.454882145,1624181376.554808140,2720,2719,0,0.084767853,0.107088488,1,0,0,0,1,-30.387830124,3.277005677,-29.071154758,0.017712009,-0.003556044,0.989924112,0.140441775,1537,546,0.355237476,0.057951152,0.042396712,0.026464811,0.172895954,85.991298567,1459,0.748248643,179.014153270,369.541254549,543.139362208,0.163978209,0.122696472,0,0,0,1.000000000,1,0,0,0.000002733,0.000003916,0.000012187,0.071038679,-0.105615901,-0.991866315,0.000000004,0.000000008,0.000000014,0.031546171,-0.999501499,0.001261882,0.000000000,0.141619227,0.065111026,1.264725851,0.019751591,103.436642418,0,0.155298735,0.118309702,125,117,8,0.081327261,24,0,0,0,0,0,1388,24,393800,818236,458017,145,0,3436961
2716,1624181376.554879665,1624181376.654809713,2721,2720,0,0.086305166,0.123611319,1,0,0,0,1,-30.360890427,3.271671316,-29.077793646,0.017035917,-0.003517835,0.990316385,0.137734747,1534,522,0.340286832,0.057092523,0.040148559,0.026832791,0.171635689,86.668902604,1451,0.747710186,190.494341513,353.482658233,540.950479925,0.175582557,0.131284867,0,0,0,1.000000000,1,0,0,0.000002730,0.000003965,0.000012214,0.086888158,-0.107331465,-0.990419307,0.000000005,0.000000009,0.000000014,0.486640155,-0.873596866,0.003142556,0.000000000,0.143177204,0.063773425,1.161564741,0.024399299,103.126164665,0,0.155999409,0.118503483,109,100,9,0.071056063,31,0,0,0,0,0,1394,31,393832,818345,458048,145,0,3438355
2717,1624181376.654877186,1624181376.754772425,2722,2721,0,0.077627456,0.104576084,1,0,0,0,1,-30.342981998,3.263858918,-29.088663424,0.017015910,-0.005546870,0.990778777,0.134302292,1532,546,0.356396867,0.059215200,0.046312658,0.027180588,0.168707183,90.379520421,1451,0.746326633,182.965661852,361.637582273,538.316700757,0.168955852,0.126096252,0,0,0,1.000000000,1,0,0,0.000002708,0.000003982,0.000011814,0.055258143,-0.130662578,-0.989885765,0.000000004,0.000000009,0.000000014,0.406320872,-0.913610762,-0.014789357,0.000000000,0.144944130,0.061749052,1.058993984,0.030342489,102.611542996,0,0.156805717,0.118802299,103,89,14,0.067232376,22,0,0,0,0,0,1406,23,393869,818448,458070,145,0,3439761
2718,1624181376.754874706,1624181376.854819059,2723,2722,0,0.072732777,0.093823411,1,0,0,0,1,-30.322097288,3.265164636,-29.066592861,0.016520545,-0.005720039,0.991176657,0.131389453,1510,522,0.345695364,0.059499818,0.042125737,0.024760979,0.165765671,84.352953493,1425,0.751422918,176.980352282,357.231089992,536.566216310,0.165282074,0.124196738,0,0,0,1.000000000,1,0,0,0.000002689,0.000004018,0.000011748,0.073550593,-0.124593310,-0.989478053,0.000000004,0.000000009,0.000000018,0.158176867,-0.987253157,-0.017643217,0.000000000,0.147426828,0.051123864,0.997486252,0.034586926,101.252409136,0,0.157789244,0.119345158,116,107,9,0.076821192,25,0,0,0,0,0,1369,25,393896,818564,458095,145,0,3441130
2719,1624181376.854872227,1624181376.954802275,2724,2723,0,0.096720887,0.136589667,1,0,0,0,1,-30.304639656,3.250044464,-29.069208418,0.017514879,-0.007903438,0.991588060,0.127999549,1526,530,0.347313237,0.057674698,0.040868678,0.023767527,0.168763884,96.125841981,1459,0.751083161,179.440689969,361.563533032,554.826109572,0.163748607,0.122988821,0,0,0,1.000000000,1,0,0,0.000002811,0.000003870,0.000012438,0.103151191,-0.120713626,-0.987313553,0.000000004,0.000000010,0.000000016,-0.031975296,-0.997411836,-0.064398841,0.000000000,0.148998381,0.044690611,0.808087101,0.039548560,100.097320280,0,0.158281580,0.119531164,113,106,7,0.074049803,20,0,0,0,0,0,1393,20,393924,818677,458115,145,0,3442523
2720,1624181376.954869986,1624181377.054766893,2725,2724,0,0.107060848,0.139532131,1,0,0,0,1,-30.293504329,3.252998564,-29.059130907,0.017766159,-0.009679487,0.992050936,0.124199885,1508,503,0.333554377,0.059213387,0.042978660,0.026823311,0.153507330,89.601127574,1433,0.753363942,167.004450679,374.088817913,538.477259685,0.154695267,0.116541836,0,0,0,1.000000000,1,0,0,0.000003081,0.000003965,0.000012394,0.088566789,-0.125695746,-0.988107536,0.000000004,0.000000010,0.000000020,0.034985687,-0.992316476,-0.118676089,0.000000000,0.151166603,0.044619810,0.767184657,0.046873728,98.346231619,0,0.158547620,0.119613091,110,96,14,0.072944297,19,0,0,0,0,0,1379,19,393968,818787,458134,145,0,3443902
2721,1624181377.054867506,1624181377.154777288,2726,2725,0,0.104540833,0.139524670,1,0,0,0,1,-30.291571521,3.252780307,-29.038119237,0.018926004,-0.012280360,0.992465945,0.120425692,1512,554,0.366402116,0.058796273,0.039813621,0.024179517,0.153357879,86.890125854,1427,0.753098219,168.746822175,374.885859911,531.038475771,0.157021821,0.118252854,0,0,0,1.000000000,1,0,0,0.000002913,0.000003624,0.000011201,0.051307681,-0.057505061,-0.997025922,0.000000003,0.000000009,0.000000014,0.429780082,-0.901053047,-0.058245065,0.000000000,0.151457887,0.044634863,0.737362372,0.053666110,98.065000809,0,0.158564092,0.119434635,123,110,13,0.081349206,25,0,0,0,0,0,1363,26,394010,818910,458159,145,0,3445265
2722,1624181377.154865026,1624181377.254779816,2727,2726,0,0.097257511,0.130065756,1,0,0,0,1,-30.284165008,3.237737835,-29.043041439,0.018160286,-0.014135267,0.992971054,0.116098593,1538,551,0.358257477,0.058703897,0.041284280,0.027258829,0.146238149,93.194395210,1470,0.755247903,184.917358108,363.038098690,562.258960255,0.166560040,0.125794121,0,0,0,1.000000000,1,0,0,0.000002674,0.000003587,0.000011384,0.075267063,-0.043660299,-0.996207131,0.000000004,0.000000008,0.000000015,0.132127593,-0.986628170,-0.095431406,0.000000000,0.152115099,0.044476614,0.706487135,0.061976389,97.552008090,0,0.159170061,0.119754160,124,111,13,0.080624187,29,0,0,0,0,0,1385,29,394052,819034,458188,145,0,3446650
2723,1624181377.254862547,1624181377.354781628,2728,2727,0,0.105068683,0.146599998,1,0,0,0,1,-30.273721100,3.224597123,-29.048219148,0.017411616,-0.015542010,0.993481031,0.111582805,1550,548,0.353548387,0.062105841,0.047549208,0.027683801,0.161808166,93.390483347,1469,0.750090213,185.887261577,366.010852618,549.984409217,0.168699709,0.126540001,0,0,0,1.000000000,1,0,0,0.000002502,0.000003553,0.000011707,0.078544885,-0.010481278,-0.996855478,0.000000004,0.000000007,0.000000013,0.196350836,-0.979710725,-0.040165206,0.000000000,0.151515548,0.042547584,0.682330213,0.071055239,97.907005068,0,0.159843178,0.120068492,123,114,9,0.079354839,24,0,0,0,0,0,1403,24,394084,819157,458212,145,0,3448053
2724,1624181377.354860067,1624181377.454796553,2729,2728,0,0.108924159,0.127390509,1,0,0,0,1,-30.263175660,3.202738515,-29.044101614,0.016185457,-0.015279003,0.993989619,0.107187781,1529,532,0.347939830,0.059177981,0.042298971,0.027354597,0.198842288,80.930242984,1442,0.756096249,188.210300224,381.283484993,520.797006036,0.172623947,0.130520319,0,0,0,1.000000000,1,0,0,0.000002546,0.000003575,0.000010662,0.082545240,-0.001420237,-0.996586306,0.000000004,0.000000006,0.000000013,0.135350962,-0.989497662,-0.050739479,0.000000000,0.154406384,0.040391775,0.664637868,0.079550318,95.682352770,0,0.161219703,0.121105066,127,114,13,0.083060824,27,0,0,0,0,0,1375,27,394131,819284,458239,145,0,3449428
