frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2815,1624181383.154719114,1624181383.254613876,2820,2819,0,0.045100208,0.082724433,1,0,0,0,1,-29.258162841,1.008494955,-26.551456861,-0.015151514,-0.022373738,0.999611183,0.006879656,1523,521,0.342087984,0.055507152,0.044736697,0.025025824,0.129022509,93.858580623,1469,0.743833850,178.210749887,346.059204001,568.421971922,0.163093316,0.121314329,0,0,0,0,1,0.031215660,0.000851679,0.100000000,0.030000000,1.077618077,0.055507152,0.000002832,0.000005223,0.000014819,0.154428789,-0.051024773,-0.986685473,0.000000004,0.000000008,0.000000020,0.067870154,0.996975078,0.037872625,0.000000000,0.111403284,0.089675358,0.445993887,0.010773476,107.076648297,0,0.152807600,0.113709490,105,92,13,0.068942876,19,0,0,0,0,0,1399,19,392816,811097,710417,1139,0,3485850
2816,1624181383.254716635,1624181383.354599953,2821,2820,0,0.053000144,0.105672374,1,0,0,0,1,-29.256996369,0.976662097,-26.556141041,-0.015315493,-0.024888087,0.999549574,0.006831369,1494,472,0.315930388,0.066597049,0.050827528,0.031361890,0.111683993,112.640839829,1441,0.735343104,169.658696861,344.188562340,545.782153256,0.160111351,0.117736778,0,0,0,0,1,0.022224171,0.000352295,0.100000000,0.030000000,1.045839191,0.066597049,0.000003019,0.000004939,0.000016881,0.141628848,-0.065364614,-0.987759453,0.000000005,0.000000011,0.000000024,0.034301458,-0.998516847,-0.042279018,0.000000000,0.111529586,0.089746563,0.463223961,0.010495255,107.066917642,0,0.152687127,0.113523812,141,134,7,0.094377510,28,0,0,0,0,0,1323,30,392863,811238,710445,1139,0,3487173
2817,1624181383.354714155,1624181383.454559088,2822,2821,0,0.040742227,0.077493996,1,0,0,0,1,-29.240673836,0.957239279,-26.558678014,-0.015261277,-0.026183551,0.999515841,0.007042698,1470,471,0.320408163,0.061518162,0.045962292,0.026780075,0.142262847,87.098819783,1399,0.737919861,178.466518866,335.507523271,518.375843448,0.172874063,0.127567204,0,0,0,0,1,0.010327977,0.001072221,0.100000000,0.030000000,1.133161483,0.061518162,0.000002925,0.000005143,0.000014946,0.173181731,-0.033333341,-0.984325645,0.000000005,0.000000008,0.000000024,0.039878893,-0.999197060,0.003861286,0.000000000,0.114612349,0.088470895,0.459486126,0.010334704,106.059640492,0,0.153793249,0.114356499,124,114,10,0.084353741,20,0,0,0,0,0,1324,22,392912,811362,710465,1139,0,3488497
2818,1624181383.454711676,1624181383.554547310,2823,2822,0,0.025482549,0.050395396,1,0,0,0,1,-29.240412095,0.939997211,-26.551945242,-0.015217651,-0.027727458,0.999478780,0.006463663,1456,484,0.332417582,0.059084875,0.048167972,0.027894148,0.142641821,96.811355796,1400,0.733144633,173.257061402,346.527990955,506.617434089,0.168800313,0.123755044,0,0,0,0,1,0.013665578,0.001703993,0.100000000,0.030000000,1.099298599,0.059084875,0.000002819,0.000005041,0.000014145,0.197568896,-0.033492843,-0.979716674,0.000000004,0.000000009,0.000000024,0.094279929,-0.994933121,-0.034919631,0.000000000,0.115356080,0.090440366,0.459387590,0.009699100,106.338675561,0,0.154828759,0.115056462,108,104,4,0.074175824,19,0,0,0,0,0,1329,19,392945,811470,710484,1139,0,3489826
2819,1624181383.554709196,1624181383.654584408,2824,2823,0,0.037259973,0.082887255,1,0,0,0,1,-29.241690299,0.925887629,-26.563483703,-0.015077110,-0.028223153,0.999466999,0.006469357,1522,477,0.313403417,0.060195808,0.044510261,0.025966796,0.121422734,106.623137870,1442,0.731792797,175.794241862,344.888393688,534.562577805,0.166590892,0.121910015,0,0,0,0,1,0.021416713,0.001188014,0.100000000,0.030000000,1.082909470,0.060195808,0.000002689,0.000004933,0.000014406,0.176450306,-0.045041835,-0.983278456,0.000000004,0.000000009,0.000000019,0.072782401,-0.996487277,-0.041422563,0.000000000,0.115714319,0.091369236,0.461651117,0.009508587,106.749533423,0,0.155688795,0.115618262,131,122,9,0.086070959,18,0,0,0,0,0,1373,18,392981,811601,710502,1139,0,3491199
2820,1624181383.654706955,1624181383.754617214,2825,2824,0,0.063012515,0.104430607,1,0,0,0,1,-29.226731927,0.919388872,-26.572406812,-0.015705908,-0.027447429,0.999479731,0.006342779,1526,475,0.311271298,0.060566721,0.046576424,0.028358384,0.131938581,105.804970789,1458,0.732641739,180.544360846,348.252477739,539.394817435,0.169018696,0.123830151,0,0,0,0,1,0.014056271,0.002982077,0.100000000,0.030000000,1.099965770,0.060566721,0.000002784,0.000005256,0.000014608,0.181305543,-0.054764599,-0.981900778,0.000000004,0.000000010,0.000000024,0.032592859,-0.996732725,-0.073902504,0.000000000,0.115884231,0.090847718,0.449524260,0.008712806,107.407953679,0,0.155700748,0.115659788,124,116,8,0.081258191,16,0,0,0,0,0,1385,17,393020,811725,710518,1139,0,3492584
2821,1624181383.754704475,1624181383.854662895,2826,2825,0,0.040850294,0.110780809,1,0,0,0,1,-29.223961995,0.908070678,-26.575468596,-0.015283461,-0.027827861,0.999476488,0.006227067,1511,494,0.326935804,0.065419011,0.047646651,0.030283612,0.121424950,115.318839724,1439,0.735997444,178.846548562,341.130994640,539.122778308,0.168866485,0.124285301,0,0,0,0,1,0.012393122,0.003938061,0.100000000,0.030000000,1.102132265,0.065419011,0.000003221,0.000005890,0.000016340,0.143601653,-0.082739195,-0.986170772,0.000000003,0.000000010,0.000000020,0.049024825,-0.997459583,-0.051681213,0.000000000,0.114916443,0.081999101,0.451609931,0.008631927,108.508889344,0,0.155258553,0.115453152,112,105,7,0.074123097,25,0,0,0,0,0,1372,27,393054,811837,710543,1139,0,3493956
2822,1624181383.854701996,1624181383.954743624,2827,2826,0,0.037321792,0.086218468,1,0,0,0,1,-29.235234705,0.909284639,-26.568234106,-0.013767746,-0.026932524,0.999523621,0.006133416,1515,471,0.310891089,0.062113423,0.044512197,0.029714270,0.130492764,110.730536302,1445,0.724855777,172.399556026,342.449526143,532.567516111,0.164595020,0.119307651,0,0,0,0,1,0.025160875,0.001828686,0.100000000,0.030000000,1.055766418,0.062113423,0.000003227,0.000005798,0.000018319,0.152884387,-0.082350981,-0.984806925,0.000000004,0.000000008,0.000000019,0.118328287,0.992507760,0.030442783,0.000000000,0.115810833,0.082032275,0.441722683,0.007960037,108.760623644,0,0.155930949,0.115795542,109,99,10,0.071947195,28,0,0,0,0,0,1378,28,393092,811946,710571,1139,0,3495334
2823,1624181383.954699516,1624181384.054773569,2828,2827,0,0.034034129,0.063441226,1,0,0,0,1,-29.229445818,0.904245718,-26.574043774,-0.014811360,-0.026395533,0.999519638,0.006662727,1501,453,0.301798801,0.065548932,0.046769158,0.031792575,0.119636438,117.503745445,1417,0.733029344,183.112762889,347.428938217,508.160879111,0.176289889,0.129225662,0,0,0,0,1,0.008072584,0.003347071,0.100000000,0.030000000,1.143329755,0.065548932,0.000003356,0.000005812,0.000020315,0.167054540,-0.084299697,-0.982337183,0.000000004,0.000000011,0.000000029,0.177367084,0.983868042,0.023336509,0.000000000,0.117589741,0.081951222,0.420653496,0.008468987,108.466484787,0,0.157445424,0.116837577,131,121,10,0.087275150,26,0,0,0,0,0,1343,27,393133,812077,710597,1139,0,3496677
2824,1624181384.054697037,1624181384.154726505,2829,2828,0,0.049381529,0.107296145,1,0,0,0,1,-29.222868409,0.904365361,-26.562133206,-0.013056926,-0.025378258,0.999569131,0.006856604,1518,480,0.316205534,0.058723064,0.044555915,0.026593285,0.148339307,96.925372932,1436,0.739096289,180.368076655,363.479592507,517.494601813,0.169943365,0.125604510,0,0,0,0,1,0.014018064,0.001695133,0.100000000,0.030000000,1.092607022,0.058723064,0.000003149,0.000005093,0.000016720,0.171012161,-0.041865627,-0.984379048,0.000000004,0.000000009,0.000000023,0.017540140,-0.998846232,-0.044705128,0.000000000,0.120303021,0.082417776,0.403718008,0.008732288,107.712067750,0,0.158754872,0.117777450,126,120,6,0.083003953,17,0,0,0,0,0,1374,18,393172,812203,710614,1139,0,3498051
2825,1624181384.154694557,1624181384.254673719,2830,2829,0,0.047897663,0.090704057,1,0,0,0,1,-29.226483612,0.898473668,-26.560955422,-0.012717106,-0.024412654,0.999594956,0.007226392,1491,465,0.311871227,0.063461936,0.044036927,0.027991561,0.127277802,100.580252235,1411,0.729515513,166.957978038,356.510551970,505.877859340,0.162198051,0.118325994,0,0,0,0,1,0.016476866,0.001468223,0.100000000,0.030000000,1.024711483,0.063461936,0.000003153,0.000005031,0.000015950,0.151728680,-0.022648690,-0.988162661,0.000000004,0.000000009,0.000000028,0.116269463,-0.993217611,0.000434559,0.000000000,0.121959228,0.080309706,0.394663605,0.009046712,106.796331341,0,0.159304973,0.118051590,113,101,12,0.075788062,31,0,0,0,0,0,1346,32,393207,812316,710645,1139,0,3499397
2826,1624181384.254692316,1624181384.354543447,2831,2830,0,0.066509291,0.159394229,1,0,0,0,1,-29.209926970,0.898511710,-26.574235182,-0.013025082,-0.023404265,0.999611319,0.007732899,1474,439,0.297829037,0.066723522,0.049096028,0.029590596,0.133292521,109.120646541,1415,0.734383999,172.175559878,359.385661280,507.592137161,0.165688306,0.121678841,0,0,0,0,1,0.017708297,0.003072097,0.100000000,0.030000000,1.032651831,0.066723522,0.000003250,0.000005095,0.000017032,0.138417161,-0.015271249,-0.990256269,0.000000004,0.000000009,0.000000020,0.092069682,-0.994901587,0.041158307,0.000000000,0.122302147,0.079562152,0.403421075,0.009736479,106.996661795,0,0.160005952,0.118500888,105,100,5,0.071234735,24,0,0,0,0,0,1344,25,393233,812421,710669,1139,0,3500741
2827,1624181384.354689837,1624181384.454553843,2832,2831,0,0.098341696,0.173399875,1,0,0,0,1,-29.203747897,0.901060443,-26.573035802,-0.014278295,-0.021779513,0.999628746,0.008009596,1528,475,0.310863874,0.067567948,0.049675451,0.030682703,0.164977015,92.101830998,1449,0.740391963,188.510111347,344.963539567,539.354302949,0.175713273,0.130096695,0,0,0,0,1,0.007109516,0.005284492,0.100000000,0.030000000,1.104091636,0.067567948,0.000002892,0.000005127,0.000014269,0.160407450,-0.021730762,-0.986811646,0.000000004,0.000000006,0.000000018,0.100758859,-0.994910162,-0.001192700,0.000000000,0.125508048,0.080509958,0.385562657,0.009432474,106.295448370,0,0.161392650,0.119485246,135,123,12,0.088350785,22,0,0,0,0,0,1370,23,393271,812556,710691,1139,0,3502111
2828,1624181384.454687357,1624181384.554493666,2833,2832,0,0.093243765,0.151605696,1,0,0,0,1,-29.204001104,0.900694252,-26.568445692,-0.015607301,-0.019129121,0.999666558,0.007567147,1578,497,0.314955640,0.066539901,0.048364222,0.030249166,0.113382196,104.921088359,1517,0.734972908,176.022635836,359.991263748,578.940001473,0.157874362,0.116033379,0,0,0,0,1,0.014483743,0.002521222,0.100000000,0.030000000,0.979644783,0.066539901,0.000002713,0.000005065,0.000014280,0.131160892,-0.039956233,-0.990555561,0.000000004,0.000000009,0.000000019,0.178644589,-0.983290740,-0.035006168,0.000000000,0.126521172,0.079488371,0.350836031,0.010185224,105.070868728,0,0.162020097,0.119885117,120,111,9,0.076045627,26,0,0,0,0,0,1431,27,393308,812676,710717,1139,0,3503542
2829,1624181384.554684877,1624181384.654512644,2834,2833,0,0.072893479,0.142288582,1,0,0,0,1,-29.206880533,0.904244358,-26.570644850,-0.016745549,-0.016823125,0.999691465,0.007317420,1511,503,0.332892124,0.059056385,0.046631355,0.027835021,0.102247110,112.477660369,1451,0.741972612,165.673055058,351.163102853,559.766101711,0.153885108,0.114178536,0,0,0,0,1,0.014117231,0.001161616,0.100000000,0.030000000,0.954890593,0.059056385,0.000002863,0.000004973,0.000016010,0.146298227,-0.044124101,-0.988255985,0.000000004,0.000000010,0.000000023,0.044770285,-0.998656550,-0.026090532,0.000000000,0.127044201,0.078920350,0.346138964,0.010371506,103.821666596,0,0.162853791,0.120427484,85,75,10,0.056254136,23,0,0,0,0,0,1401,25,393330,812761,710740,1139,0,3504943
2830,1624181384.654682398,1624181384.754536390,2835,2834,0,0.070093741,0.104918519,1,0,0,0,1,-29.213996794,0.906018799,-26.561934036,-0.018394118,-0.014283595,0.999703426,0.007120000,1521,489,0.321499014,0.060072808,0.045657035,0.027345728,0.105140351,119.727483418,1457,0.745454077,166.211441056,349.395425609,570.519724219,0.153031371,0.114077859,0,0,0,0,1,0.019228232,0.004246474,0.100000000,0.030000000,0.949592968,0.060072808,0.000003017,0.000005536,0.000018033,0.171278115,-0.069364793,-0.982777865,0.000000004,0.000000011,0.000000025,0.042346839,0.998726864,-0.027411608,0.000000000,0.126642423,0.079887526,0.340297581,0.010032009,104.906102646,0,0.162899846,0.120470966,102,97,5,0.067061144,19,0,0,0,0,0,1399,20,393356,812863,710759,1139,0,3506342
2831,1624181384.754680157,1624181384.854560137,2836,2835,0,0.056366507,0.108269224,1,0,0,0,1,-29.217609902,0.911480047,-26.541163905,-0.019183925,-0.012949786,0.999710497,0.006572859,1532,497,0.324412533,0.057072853,0.042306758,0.027990770,0.101733662,107.767313612,1453,0.747752787,164.763835780,343.310521402,578.410442636,0.151648542,0.113395620,0,0,0,0,1,0.022851219,0.004085288,0.100000000,0.030000000,0.953807267,0.057072853,0.000003517,0.000006542,0.000019339,0.120568675,-0.088776903,-0.988727392,0.000000004,0.000000012,0.000000023,0.075689587,0.995742592,0.052609668,0.000000000,0.124910039,0.082120788,0.331351792,0.010297115,105.283928934,0,0.162663388,0.120244443,101,94,7,0.065926893,18,0,0,0,0,0,1412,19,393393,812964,710777,1139,0,3507754
2832,1624181384.854677677,1624181384.954538822,2837,2836,0,0.043887395,0.085149744,1,0,0,0,1,-29.212092968,0.892233076,-26.554518012,-0.021200432,-0.012784312,0.999671478,0.006636260,1562,553,0.354033291,0.060738107,0.044400301,0.026612791,0.109564253,106.453784264,1476,0.750733016,161.518647939,356.302351069,590.260932352,0.145764174,0.109429978,0,0,0,0,1,0.031910415,0.001608533,0.100000000,0.030000000,0.927689522,0.060738107,0.000003067,0.000005857,0.000019040,0.131717416,-0.078769021,-0.988152804,0.000000004,0.000000010,0.000000021,0.054965008,0.998321428,0.018253044,0.000000000,0.123334379,0.055119876,0.324603047,0.009703167,105.335206359,0,0.161783906,0.119470109,100,92,8,0.064020487,20,0,0,0,0,0,1441,21,393416,813064,710797,1139,0,3509195
2833,1624181384.954675198,1624181385.054553747,2838,2837,0,0.033673845,0.070611322,1,0,0,0,1,-29.214813031,0.878926199,-26.534577450,-0.022242184,-0.012091772,0.999658000,0.006554149,1577,518,0.328471782,0.063673838,0.045565822,0.026277526,0.107604727,105.004451672,1489,0.753073159,166.667261700,357.783366621,596.875305279,0.148634092,0.111932345,0,0,0,0,1,0.024122888,0.002805581,0.100000000,0.030000000,0.945954588,0.063673838,0.000002758,0.000005865,0.000018068,0.148351362,-0.054880852,-0.987410738,0.000000004,0.000000007,0.000000022,-0.004770877,0.999590862,0.028201919,0.000000000,0.123286257,0.054740327,0.317715849,0.009670194,105.064163369,0,0.161921069,0.119562937,118,107,11,0.074825618,27,0,0,0,0,0,1432,27,393450,813182,710824,1139,0,3510627
2834,1624181385.054672718,1624181385.154633999,2839,2838,0,0.040419598,0.073081929,1,0,0,0,1,-29.207188932,0.863371730,-26.538881341,-0.022126198,-0.012961747,0.999651371,0.006289808,1519,512,0.337063858,0.057025264,0.042435925,0.025449250,0.106648478,117.538829664,1455,0.756324256,155.231486200,358.521292593,586.699013315,0.141061596,0.106688307,0,0,0,0,1,0.013127543,0.002838394,0.100000000,0.030000000,0.897760819,0.057025264,0.000002735,0.000005464,0.000019248,0.186524168,-0.055498300,-0.980881580,0.000000004,0.000000009,0.000000024,-0.040655312,-0.998526900,-0.035932940,0.000000000,0.123536703,0.057590133,0.305716656,0.009848884,105.950477011,0,0.161784113,0.119518710,100,90,10,0.065832785,18,0,0,0,0,0,1401,18,393484,813282,710842,1139,0,3512028
2835,1624181385.154670238,1624181385.254695892,2840,2839,0,0.048471374,0.090475303,1,0,0,0,1,-29.192614517,0.855265520,-26.543836667,-0.022775894,-0.013260085,0.999631359,0.006524955,1557,526,0.337829159,0.054046676,0.041139851,0.025481327,0.115822786,111.460934919,1475,0.742325532,158.397386227,357.593141514,578.939631505,0.144664374,0.107388058,0,0,0,0,1,0.008165318,0.003416616,0.100000000,0.030000000,0.918749082,0.054046676,0.000002712,0.000005314,0.000018499,0.182821197,-0.058935102,-0.981378145,0.000000004,0.000000008,0.000000021,0.043920169,-0.998380476,-0.036158593,0.000000000,0.122876717,0.059950412,0.290917556,0.010337603,106.830594726,0,0.160862666,0.118822396,110,101,9,0.070648683,12,0,0,0,0,0,1435,12,393509,813392,710854,1139,0,3513463
2836,1624181385.254667997,1624181385.354699373,2841,2840,0,0.058812581,0.100497870,1,0,0,0,1,-29.171175732,0.841708065,-26.540610555,-0.024384281,-0.013875055,0.999580371,0.007209201,1603,544,0.339363693,0.057820441,0.044901122,0.026885009,0.087295899,125.425796232,1514,0.741473677,160.481763780,371.725332862,590.384050291,0.142956556,0.105998523,0,0,0,0,1,0.008839409,0.001770378,0.100000000,0.030000000,0.906861033,0.057820441,0.000002740,0.000005194,0.000019923,0.161299058,-0.060215219,-0.985066871,0.000000004,0.000000010,0.000000023,-0.007931731,-0.999743450,-0.021216061,0.000000000,0.121657312,0.059128765,0.290990532,0.011322367,107.469842546,0,0.160004926,0.118235484,118,111,7,0.073611978,17,0,0,0,0,0,1467,18,393537,813510,710871,1139,0,3514930
2837,1624181385.354665518,1624181385.454717398,2842,2841,0,0.087907023,0.143396524,1,0,0,0,1,-29.141665985,0.828246206,-26.535209101,-0.025840981,-0.014151216,0.999541625,0.006966111,1563,529,0.338451695,0.061196418,0.045339831,0.028357363,0.075089974,113.710094016,1490,0.749374959,163.706818649,368.922967568,583.938901996,0.146615986,0.109870348,0,0,0,0,1,0.011490378,0.005533913,0.100000000,0.030000000,0.933110718,0.061196418,0.000002852,0.000005682,0.000019754,0.113424834,-0.064820886,-0.991429806,0.000000004,0.000000013,0.000000032,0.203546331,-0.979040931,-0.006909908,0.000000000,0.118298668,0.059143056,0.305360656,0.010638665,108.800406258,0,0.158692023,0.117350641,123,109,14,0.078694818,25,0,0,0,0,0,1415,25,393568,813633,710896,1139,0,3516345
2838,1624181385.454663038,1624181385.554651022,2843,2842,0,0.090825129,0.146094674,1,0,0,0,1,-29.133014727,0.805428396,-26.550735479,-0.027801318,-0.016553172,0.999452367,0.006931523,1572,559,0.355597964,0.061530674,0.043811316,0.027258345,0.105110740,101.182254556,1501,0.749604923,168.636706258,369.998166494,586.522116360,0.149878380,0.112349571,0,0,0,0,1,0.027609691,0.003780845,0.100000000,0.030000000,0.953873630,0.061530674,0.000002808,0.000005233,0.000016386,0.133378756,-0.032593417,-0.990529039,0.000000004,0.000000008,0.000000026,0.078944243,-0.996757515,-0.015564796,0.000000000,0.116422114,0.058426697,0.316012524,0.010742293,109.018951196,0,0.157745926,0.116780367,95,84,11,0.060432570,22,0,0,0,0,0,1454,23,393603,813728,710918,1139,0,3517799
2839,1624181385.554660559,1624181385.654664278,2844,2843,0,0.107871244,0.156038618,1,0,0,0,1,-29.124572738,0.798709237,-26.564068179,-0.029932124,-0.020306060,0.999321751,0.006911592,1558,556,0.356867779,0.066917605,0.047108406,0.026911225,0.133108233,106.445708503,1484,0.757292633,176.184926399,371.309835043,576.327506305,0.156772945,0.118722996,0,0,0,0,1,0.021869844,0.003019849,0.100000000,0.030000000,0.997752835,0.066917605,0.000002722,0.000004735,0.000015108,0.139847132,-0.069053345,-0.987762327,0.000000003,0.000000008,0.000000018,0.161096328,0.985785077,0.047704874,0.000000000,0.117006389,0.060968211,0.314573507,0.010758580,109.010079727,0,0.157255029,0.116621016,122,110,12,0.078305520,26,0,0,0,0,0,1409,27,393643,813850,710944,1139,0,3519208
2840,1624181385.654658079,1624181385.754584312,2845,2844,0,0.066371489,0.110326292,1,0,0,0,1,-29.113395211,0.784501314,-26.582818365,-0.030310357,-0.019383827,0.999327819,0.007032764,1552,508,0.327319588,0.065488263,0.051739755,0.029773551,0.118979602,112.791342686,1480,0.738127958,167.695249348,363.488186385,561.245942354,0.153506719,0.113307601,0,0,0,0,1,0.018181868,0.004918020,0.100000000,0.030000000,0.961607628,0.065488263,0.000002745,0.000005004,0.000016228,0.152689108,-0.077134393,-0.985259520,0.000000004,0.000000010,0.000000020,0.128309893,-0.991256368,-0.030779600,0.000000000,0.116358440,0.061887876,0.328571314,0.010717994,109.359398322,0,0.156479430,0.116094889,153,133,20,0.098582474,18,0,0,0,0,0,1380,19,393697,814003,710962,1139,0,3520588
2841,1624181385.754655838,1624181385.854554415,2846,2845,0,0.105493655,0.136568952,1,0,0,0,1,-29.100529095,0.732029098,-26.615974770,-0.027177790,-0.021328640,0.999378852,0.006954689,1543,518,0.335709657,0.072292807,0.054528372,0.033717912,0.099840230,113.277743683,1454,0.736370677,148.684097199,365.640037911,556.358829365,0.138868463,0.102258664,0,0,0,0,1,0.049347904,0.005808170,0.100000000,0.030000000,0.867838613,0.072292807,0.000002983,0.000005687,0.000018006,0.125243348,-0.044885563,-0.991110181,0.000000004,0.000000009,0.000000025,0.292016066,-0.955705869,-0.036781914,0.000000000,0.115279204,0.070442951,0.378511357,0.010597906,109.257343520,0,0.154979529,0.114993557,156,143,13,0.101101750,29,0,0,0,0,0,1358,29,393743,814159,710991,1139,0,3521946
